loc,v(g),n,v,e,lOComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,defects
21,10,0,0,0,0,0,0,0,0,0
42,8,112,549.57,10991.43,3,15,15,72,40,0
23,4,82,423.93,5256.78,0,16,20,51,31,0
4,1,4,8,12,0,3,1,3,1,0
4,1,5,11.61,23.22,0,4,1,4,1,0
5,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,7,19.65,49.13,0,5,2,5,2,0
4,1,7,19.65,49.13,0,5,2,5,2,0
4,1,4,8,12,0,3,1,3,1,0
4,1,6,15.51,38.77,0,5,1,5,1,0
16,8,69,307.7,7000.19,0,14,8,43,26,0
42,4,77,366.13,6111.49,3,14,13,46,31,0
4,1,9,27,81,0,6,2,7,2,0
4,1,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0
4,1,9,27,67.5,0,5,3,6,3,0
4,1,6,15.51,38.77,0,5,1,5,1,0
21,5,43,182.66,1255.79,0,11,8,33,10,0
4,1,8,24,72,0,6,2,6,2,0
173,12,477,3006.9,146033.38,16,26,53,279,198,0
4,1,4,8,12,0,3,1,3,1,0
9,1,27,116.69,1225.27,0,14,6,18,9,0
9,1,24,100.08,1040.81,0,13,5,16,8,0
6,1,10,33.22,116.27,0,7,3,7,3,0
12,1,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0
19,3,42,181.52,1774.87,2,11,9,26,16,0
48,6,0,0,0,0,0,0,0,0,0
4,1,7,19.65,58.95,0,6,1,6,1,0
47,12,122,684.99,11574.05,0,20,29,73,49,0
63,4,194,1150.56,19781.84,7,17,44,105,89,0
6,1,13,39,130,0,5,3,9,4,0
70,5,0,0,0,0,0,0,0,0,0
20,2,85,384.5,7177.38,3,14,9,61,24,0
23,28,211,1045.33,18168.93,0,10,21,138,73,0
5,1,8,24,72,0,6,2,6,2,0
5,1,8,24,72,0,6,2,6,2,0
4,1,5,11.61,23.22,0,4,1,4,1,0
4,1,5,11.61,23.22,0,4,1,4,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
52,12,138,707.84,7105.64,1,9,26,80,58,0
21,4,56,256.76,4921.19,0,15,9,33,23,0
15,5,44,199.04,2328.73,0,13,10,26,18,0
31,7,80,410.34,6299.97,0,18,17,51,29,0
31,7,62,310,3565,0,16,16,39,23,0
25,7,72,349.77,3978.69,0,13,16,44,28,0
20,6,50,242.9,1927,0,14,15,33,17,0
51,7,150,792.81,20829.29,0,17,22,82,68,0
17,2,0,0,0,0,0,0,0,0,0
17,2,0,0,0,0,0,0,0,0,0
39,9,91,466.76,9699.96,0,19,16,56,35,0
4,1,6,13.93,27.86,0,4,1,5,1,0
14,2,21,79.95,879.5,3,11,3,15,6,0
11,2,19,70.31,703.08,0,10,3,13,6,0
21,4,0,0,0,0,0,0,0,0,0
8,2,23,94.01,689.42,0,11,6,15,8,0
25,5,54,240.81,3160.62,0,14,8,39,15,0
8,2,22,88,586.67,0,10,6,14,8,0
48,5,126,624.23,18570.8,0,17,14,77,49,0
193,25,626,3810.75,254177.14,2,23,45,365,261,0
313,27,760,5221.48,229858.51,49,25,92,436,324,0
37,4,68,340,2760.48,0,11,21,37,31,0
18,5,36,150.12,1801.41,0,12,6,24,12,0
5,1,7,19.65,49.13,0,5,2,5,2,0
19,6,0,0,0,0,0,0,0,0,0
44,6,122,644.82,10092.82,0,16,23,77,45,0
70,26,0,0,0,0,0,0,0,0,0
16,4,0,0,0,0,0,0,0,0,0
37,6,0,0,0,0,0,0,0,0,0
74,27,0,0,0,0,0,0,0,0,0
56,9,0,0,0,0,0,0,0,0,0
32,5,104,505.23,8620.49,3,13,16,62,42,0
34,14,0,0,0,0,0,0,0,0,0
10,2,0,0,0,0,0,0,0,0,0
10,1,19,74.23,339.34,0,8,7,11,8,0
27,14,0,0,0,0,0,0,0,0,0
25,10,102,505.33,12579.06,0,17,14,61,41,0
24,15,0,0,0,0,0,0,0,0,0
25,2,30,120,1200,7,10,6,18,12,0
17,5,0,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0
24,11,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0
27,7,74,359.49,11583.59,0,20,9,45,29,0
68,11,191,1083.43,20058.99,0,16,35,110,81,0
10,1,26,98.99,593.95,0,8,6,17,9,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
16,1,32,133.44,1258.13,1,11,7,20,12,0
26,5,105,538.57,9664.42,0,17,18,67,38,0
18,3,38,161.42,1162.23,0,9,10,22,16,0
32,4,0,0,0,0,0,0,0,0,0
4,1,9,27,81,0,6,2,7,2,0
4,1,6,15.51,38.77,0,5,1,5,1,0
20,2,47,206.44,1548.29,0,9,12,27,20,0
20,2,47,206.44,1548.29,0,9,12,27,20,0
51,11,125,641.16,15988.94,9,19,16,83,42,0
4,1,4,8,12,0,3,1,3,1,0
24,6,46,205.13,2666.74,1,13,9,28,18,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
21,5,43,182.66,1255.79,0,11,8,33,10,0
4,1,6,15.51,38.77,0,5,1,5,1,0
8,2,27,108,540,1,8,8,17,10,0
4,1,4,8,12,0,3,1,3,1,0
4,1,14,50.19,175.66,0,7,5,9,5,0
4,1,4,8,12,0,3,1,3,1,0
4,1,12,41.51,145.3,0,7,4,8,4,0
5,1,18,68.53,239.86,0,7,7,11,7,0
4,1,18,68.53,239.86,0,7,7,11,7,0
4,1,13,46.6,163.12,0,7,5,8,5,0
25,5,53,239.75,2197.7,0,11,12,33,20,0
12,2,52,241.48,1629.99,0,9,16,28,24,0
13,2,36,155.59,1018.4,0,9,11,20,16,0
48,25,238,1190,49054.44,0,14,18,132,106,0
9,3,23,85.11,1134.8,0,10,3,15,8,0
4,1,9,27,67.5,0,5,3,6,3,0
4,1,9,27,67.5,0,5,3,6,3,0
4,1,7,19.65,49.13,0,5,2,5,2,0
13,2,27,110.36,1011.65,0,11,6,17,10,0
4,1,7,19.65,49.13,0,5,2,5,2,0
4,1,7,19.65,49.13,0,5,2,5,2,0
6,1,19,65.73,345.08,0,7,4,13,6,0
4,1,8,24,72,0,6,2,6,2,0
4,1,7,19.65,49.13,0,5,2,5,2,0
4,1,7,19.65,49.13,0,5,2,5,2,0
11,2,22,81.41,678.41,0,10,3,17,5,0
19,4,43,185.84,1486.74,0,10,10,27,16,0
4,1,4,8,12,0,3,1,3,1,0
9,1,33,134.89,1059.82,0,10,7,22,11,0
19,3,50,204.37,3372.16,0,11,6,32,18,0
4,1,4,8,12,0,3,1,3,1,0
6,1,7,19.65,58.95,0,6,1,6,1,0
70,15,147,842,17769.19,0,24,29,96,51,0
25,4,55,258.51,3166.92,0,14,12,34,21,0
15,1,35,153.73,908.41,0,10,11,22,13,0
46,13,0,0,0,0,0,0,0,0,0
9,2,20,80,466.67,0,10,6,13,7,0
4,1,12,41.51,145.3,0,7,4,8,4,0
59,8,233,1381.86,33029.87,8,20,41,135,98,0
23,6,54,259.6,2985.37,0,14,14,31,23,0
24,2,74,330,6352.46,4,14,8,52,22,0
26,4,50,235.02,2350.22,0,13,13,30,20,0
13,3,38,178.62,1667.09,0,14,12,22,16,0
15,3,36,165.06,1463.02,0,13,11,21,15,0
23,4,56,282.49,4217.11,0,19,14,34,22,0
20,4,0,0,0,0,0,0,0,0,0
24,4,107,600.77,6553.9,0,16,33,62,45,0
32,2,64,300.83,3860.63,4,14,12,42,22,0
33,5,54,253.82,2918.97,4,13,13,32,23,0
18,1,55,229.35,2178.79,0,9,9,36,19,0
68,8,136,691.89,17835.51,2,16,18,78,58,0
31,7,60,275.1,5501.96,2,15,9,36,24,0
4,1,4,8,12,0,3,1,3,1,0
167,27,461,2665.21,140031.41,29,18,37,245,216,0
4,1,4,8,12,0,3,1,3,1,0
4,1,9,27,81,0,6,2,7,2,0
13,3,32,125.02,1000.16,0,8,7,18,14,0
20,5,43,185.84,1135.71,0,11,9,33,10,0
34,4,126,641.02,17457.12,2,19,15,83,43,0
4,1,9,27,81,0,6,2,7,2,0
4,1,4,8,12,0,3,1,3,1,0
4,1,6,15.51,38.77,0,5,1,5,1,0
15,3,48,220.08,3521.25,3,16,8,32,16,0
4,1,9,27,81,0,6,2,7,2,0
15,6,45,187.65,750.59,0,6,12,29,16,0
21,6,53,249.12,4705.66,0,17,9,33,20,0
6,1,11,33,66,0,4,4,7,4,0
4,1,9,27,81,0,6,2,7,2,0
10,3,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0
70,4,172,927.48,19064.84,9,15,27,98,74,0
30,2,66,317.29,4576.23,6,15,13,41,25,0
5,1,7,19.65,49.13,0,5,2,5,2,0
6,1,12,39.86,186.03,0,7,3,8,4,0
4,1,4,8,12,0,3,1,3,1,0
12,2,37,167.37,1186.82,0,12,11,24,13,0
4,1,4,8,12,0,3,1,3,1,0
4,1,9,27,81,0,6,2,7,2,0
4,1,9,27,81,0,6,2,7,2,0
4,1,9,28.53,99.85,0,7,2,7,2,0
4,1,9,27,81,0,6,2,7,2,0
13,4,28,122.98,811.7,0,11,10,16,12,0
58,10,258,1536.18,47209.52,1,21,41,138,120,0
53,5,215,1231.5,28495.61,6,17,36,117,98,0
21,3,80,376.04,6392.6,2,13,13,46,34,0
22,5,0,0,0,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,0,0
19,4,43,185.84,1486.74,0,10,10,27,16,0
4,1,9,27,67.5,0,5,3,6,3,0
21,8,0,0,0,0,0,0,0,0,0
22,5,66,285.25,3500.76,0,9,11,36,30,0
28,9,80,384.59,8618.28,1,17,11,51,29,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,0,0,0,0,0,0,0,0,0
4,1,4,8,12,0,3,1,3,1,0
4,1,4,8,12,0,3,1,3,1,0
4,1,0,0,0,0,0,0,0,0,0
4,1,4,8,12,0,3,1,3,1,0
31,10,115,599.09,11966.77,3,17,20,68,47,0
33,6,102,535.29,8564.62,0,16,22,58,44,0
11,4,25,89.62,320.09,0,5,7,15,10,0
20,5,38,148.46,1484.62,0,10,5,28,10,0
14,3,27,110.36,1324.34,0,12,5,17,10,0
10,1,35,136.74,937.65,0,8,7,23,12,0
23,20,203,996.1,87158.64,4,21,9,128,75,0
19,4,29,107.31,335.35,0,5,8,19,10,0
56,12,95,470.65,10001.28,0,17,14,60,35,0
4,1,4,8,12,0,3,1,3,1,0
45,9,0,0,0,0,0,0,0,0,0
59,82,0,0,0,0,0,0,0,0,0
92,17,0,0,0,0,0,0,0,0,0
17,2,43,185.84,1393.82,0,10,10,28,15,0
30,8,60,294.41,2060.88,0,14,16,44,16,0
4,1,4,8,12,0,3,1,3,1,0
8,1,0,0,0,0,0,0,0,0,0
19,5,52,235.23,2156.23,0,11,12,32,20,0
11,1,27,105.49,843.89,0,10,5,19,8,0
28,1,64,293.44,3814.69,0,13,11,42,22,0
31,4,123,615,18186.43,0,18,14,77,46,0
44,11,177,988.54,23963.53,0,19,29,103,74,0
10,7,0,0,0,0,0,0,0,0,0
11,1,20,80,528,0,11,5,14,6,0
4,1,13,44.97,196.76,0,7,4,8,5,0
9,1,20,74.01,414.45,0,8,5,13,7,0
6,1,25,89.62,716.99,0,8,4,17,8,0
1,1,4,8,12,0,3,1,3,1,0
1,1,4,8,12,0,3,1,3,1,0
1,1,4,8,12,0,3,1,3,1,0
1,1,4,8,12,0,3,1,3,1,0
1,1,7,19.65,49.13,0,5,2,5,2,0
4,1,5,11.61,23.22,0,4,1,4,1,0
4,1,5,11.61,17.41,0,3,2,3,2,0
9,4,29,120.93,1572.06,0,13,5,19,10,0
11,1,31,118.03,354.08,0,4,10,16,15,0
14,2,37,159.91,548.27,0,6,14,21,16,0
13,2,30,131.77,642.38,0,9,12,17,13,0
126,17,529,3499.18,177532,0,30,68,299,230,0
24,1,86,417.79,2658.64,0,7,22,46,40,0
139,17,503,3179.93,227894.97,0,32,48,288,215,0
11,3,29,125.34,1034.02,0,12,8,18,11,0
4,1,4,8,12,0,3,1,3,1,0
12,3,30,131.77,1177.69,0,13,8,19,11,0
7,1,16,55.35,126.52,0,4,7,8,8,0
30,1,85,428.77,2606.94,4,8,25,47,38,0
16,3,31,140.23,1923.16,2,16,7,19,12,0
29,1,81,405,2497.5,4,8,24,44,37,0
16,3,31,140.23,1923.16,2,16,7,19,12,0
11,2,11,34.87,139.48,2,6,3,7,4,0
7,1,5,11.61,17.41,1,3,2,3,2,0
7,1,5,11.61,17.41,1,3,2,3,2,0
17,1,54,247.59,1423.63,1,8,16,31,23,0
77,9,168,938.27,16465.18,8,17,31,104,64,0
14,2,43,191.76,1534.04,0,11,11,27,16,0
14,2,46,213.62,2175.01,0,14,11,30,16,0
14,2,41,185.47,1517.45,0,12,11,26,15,0
13,2,40,178.38,1337.83,0,11,11,25,15,0
16,2,47,215.49,1641.06,0,11,13,29,18,0
15,2,42,189.99,1393.26,0,11,12,26,16,0
13,2,40,178.38,1337.83,0,11,11,25,15,0
13,2,40,178.38,1337.83,0,11,11,25,15,0
13,2,37,165,1154.99,0,11,11,23,14,0
13,2,0,0,0,0,0,0,0,0,0
17,2,41,190.4,1196.79,1,11,14,25,16,0
38,3,88,447.7,5265.77,3,13,21,50,38,0
45,8,133,702.96,20468.5,2,22,17,88,45,0
19,2,58,278.83,3717.69,0,16,12,38,20,0
71,12,290,1719.91,53725.81,0,21,40,171,119,0
27,4,74,382.57,4284.83,0,16,20,46,28,0
39,4,92,475.63,5448.16,0,14,22,56,36,0
19,2,34,155.89,1309.47,0,14,10,22,12,0
40,4,104,549.68,5008.21,6,12,27,63,41,0
11,2,32,138.3,829.81,0,10,10,20,12,0
21,3,52,255.16,2624.49,0,16,14,34,18,0
19,3,48,233.18,2869.95,0,16,13,28,20,0
34,4,64,314.04,3160.04,2,14,16,41,23,0
14,2,40,178.38,1337.83,0,11,11,25,15,0
59,6,157,851.92,15650.15,2,16,27,95,62,0
64,7,132,756.09,9104.53,5,17,36,81,51,0
46,5,106,571.59,7210.77,2,16,26,65,41,0
22,3,46,216.22,1945.98,2,13,13,28,18,0
14,2,43,191.76,1534.04,0,11,11,27,16,0
28,4,0,0,0,0,0,0,0,0,0
16,2,52,241.48,1897.35,0,11,14,32,20,0
21,3,38,174.23,2177.86,0,15,9,23,15,0
53,7,92,479.27,6721.76,6,17,20,59,33,0
23,2,42,195.04,1861.76,1,14,11,27,15,0
17,3,23,94.01,470.06,0,10,7,16,7,0
20,3,28,118.94,815.6,0,12,7,20,8,0
13,2,40,178.38,1337.83,0,11,11,25,15,0
14,2,43,191.76,1534.04,0,11,11,27,16,0
33,5,144,824.82,22636.74,0,26,27,87,57,0
61,7,165,865.91,17426.4,0,14,24,96,69,0
17,2,35,143.06,476.87,0,5,12,19,16,0
5,2,16,55.35,232.47,0,6,5,9,7,0
19,2,29,123.19,931.62,0,11,8,18,11,0
14,2,37,165,1154.99,0,11,11,23,14,0
14,2,0,0,0,0,0,0,0,0,0
13,2,38,171.9,1312.66,0,12,11,24,14,0
13,2,0,0,0,0,0,0,0,0,0
17,2,44,204.33,1364.63,1,11,14,27,17,0
49,5,0,0,0,0,0,0,0,0,0
14,2,39,178.81,1479.28,0,13,11,25,14,0
21,3,61,299.32,4618.09,0,16,14,34,27,0
19,1,32,121.84,507.65,6,5,9,17,15,0
23,4,0,0,0,0,0,0,0,0,0
15,2,28,114.45,643.78,2,9,8,18,10,0
33,5,69,338.58,3136.28,5,11,19,37,32,0
10,4,19,72.34,325.53,0,9,5,14,5,0
46,6,113,601.38,12296.59,4,21,19,76,37,0
16,2,33,137.61,1189.32,0,11,7,22,11,0
53,6,146,824,14898.51,0,19,31,87,59,0
52,5,151,864.92,17028.03,0,21,32,91,60,0
43,5,0,0,0,0,0,0,0,0,0
35,4,70,361.89,5055.88,0,19,17,45,25,0
51,8,123,717.45,10276.92,0,20,37,70,53,0
19,1,32,121.84,507.65,6,5,9,17,15,0
14,2,43,191.76,1534.04,0,11,11,27,16,0
45,5,110,573.04,11202.93,5,17,20,64,46,0
19,1,32,121.84,507.65,6,5,9,17,15,0
45,4,120,638.63,17562.36,2,22,18,75,45,0
44,3,92,451.43,7674.38,1,15,15,58,34,0
84,8,237,1330.69,41417.61,5,21,28,156,83,0
32,4,63,306.05,5202.9,1,17,12,39,24,0
49,6,93,484.48,7000.72,3,17,20,59,34,0
23,2,42,195.04,1796.01,0,13,12,25,17,0
23,3,42,195.04,2340.5,0,15,10,26,16,0
20,2,42,195.04,2901.25,0,17,8,28,14,0
32,4,63,306.05,5202.9,1,17,12,39,24,0
49,6,93,484.48,7000.72,3,17,20,59,34,0
23,2,42,195.04,1796.01,0,13,12,25,17,0
22,3,38,174.23,2032.67,0,15,9,24,14,0
16,2,36,158.12,1304.52,0,11,10,21,15,0
39,5,106,571.59,12800.51,2,23,19,69,37,0
25,3,62,301.19,4480.27,0,17,12,41,21,0
32,4,60,297.25,3065.41,3,15,16,38,22,0
32,4,76,386.65,5872.2,0,18,16,49,27,0
57,6,126,695.97,14323.04,13,21,25,77,49,0
37,5,104,553.48,8830.53,0,18,22,65,39,0
46,5,111,590.73,8467.19,0,16,24,68,43,0
52,6,123,667.43,9818.93,0,17,26,78,45,0
30,3,66,330,3630,0,16,16,44,22,0
15,2,43,191.76,1534.04,0,11,11,27,16,0
42,4,122,670.01,11750.88,0,19,26,74,48,0
46,5,141,795.78,14144.41,1,19,31,83,58,0
41,5,0,0,0,0,0,0,0,0,0
32,4,64,328.27,4482.99,0,19,16,41,23,0
53,8,127,743.96,10767.89,0,20,38,72,55,0
32,3,156,695.67,27392.06,0,14,8,111,45,0
50,3,125,619.27,13933.68,2,15,16,77,48,0
19,2,29,123.19,931.62,0,11,8,18,11,0
21,2,43,197.15,2070.11,0,14,10,28,15,0
32,4,62,301.19,4077.71,1,16,13,40,22,0
15,2,44,199.04,1737.05,0,12,11,28,16,0
33,3,75,390.71,3995.89,1,15,22,45,30,0
13,2,37,165,1154.99,0,11,11,23,14,0
13,2,19,68.11,381.44,0,7,5,11,8,0
13,2,37,165,1154.99,0,11,11,23,14,0
82,7,276,1656,45540,9,22,42,171,105,0
17,2,52,247.25,2781.61,0,15,12,34,18,0
29,3,58,278.83,5269.82,1,18,10,37,21,0
31,3,82,413.64,7445.53,0,18,15,52,30,0
22,2,48,222.91,1411.73,3,10,15,29,19,0
40,2,108,513.53,7805.62,6,12,15,70,38,0
14,2,42,189.99,1393.26,0,11,12,26,16,0
24,7,58,275.78,3610.26,2,16,11,40,18,0
5,2,22,83.76,527.7,0,9,5,15,7,0
5,2,19,68.11,510.86,0,9,3,14,5,0
38,3,104,537.67,8172.62,3,16,20,66,38,0
14,2,0,0,0,0,0,0,0,0,0
17,2,45,211.52,1541.07,1,12,14,28,17,0
14,2,0,0,0,0,0,0,0,0,0
17,2,45,211.52,1541.07,1,12,14,28,17,0
38,2,87,387.97,4431.82,4,9,13,54,33,0
20,2,27,108,486,2,8,8,18,9,0
25,2,44,206.82,2115.2,2,15,11,29,15,0
92,10,288,1665.03,49650.32,14,19,36,175,113,0
57,9,190,1055.37,35790.87,3,24,23,125,65,0
20,4,67,298.78,5610.46,0,13,9,41,26,0
35,6,84,423.73,6709.04,5,15,18,46,38,0
19,6,55,248.8,4664.92,1,15,8,35,20,0
13,4,41,174.17,1676.34,0,11,8,27,14,0
17,2,37,162.52,800.08,0,8,13,21,16,0
16,5,47,203.13,3791.77,0,14,6,31,16,0
12,3,32,138.3,898.96,0,10,10,19,13,0
27,7,65,301.85,5206.92,3,15,10,42,23,0
11,2,24,93.77,562.59,0,9,6,16,8,0
4,1,4,8,12,0,3,1,3,1,0
4,1,11,33,82.5,0,4,4,6,5,0
5,1,17,56.47,150.59,0,4,6,9,8,0
4,1,4,8,12,0,3,1,3,1,0
12,1,24,96,480,0,8,8,14,10,0
4,1,15,49.83,116.27,0,4,6,8,7,0
5,1,17,58.81,134.42,0,4,7,9,8,0
31,6,115,645.69,8918.62,1,17,32,63,52,0
7,1,22,81.41,254.41,0,5,8,12,10,0
5,1,17,58.81,134.42,0,4,7,9,8,0
2,1,15,51.89,272.43,0,7,4,9,6,0
35,6,104,553.48,9000.07,2,17,23,60,44,0
42,4,99,567.06,9564.48,0,24,31,56,45,0
8,1,18,66.61,166.52,0,5,8,10,8,0
6,1,4,8,12,0,3,1,3,1,0
53,7,147,853.68,19337.17,0,24,34,83,66,0
8,1,18,66.61,166.52,0,5,8,10,8,0
29,4,89,448.95,5002.6,2,12,21,50,39,0
32,4,89,448.95,5002.6,5,12,21,50,39,0
31,4,89,448.95,5002.6,2,12,21,50,39,0
6,1,4,8,12,0,3,1,3,1,0
7,1,4,8,12,1,3,1,3,1,0
4,1,5,11.61,17.41,0,3,2,3,2,0
4,1,8,24,72,0,6,2,6,2,0
9,1,24,91.38,342.66,0,6,8,14,10,0
37,5,84,427.35,5534.14,2,14,20,47,37,0
18,6,54,225.18,3377.64,0,10,8,30,24,0
10,1,15,51.89,129.72,1,5,6,9,6,0
19,3,47,220.92,1798.93,2,12,14,28,19,0
4,1,12,41.51,145.3,0,7,4,8,4,0
4,1,15,55.51,277.53,0,10,3,12,3,0
4,1,13,46.6,209.72,0,9,3,10,3,0
4,1,13,44.97,179.89,0,8,3,10,3,0
9,2,14,46.51,116.27,1,5,5,9,5,0
142,38,447,2766.85,175998.75,12,32,41,284,163,0
141,38,447,2766.85,175998.75,12,32,41,284,163,0
163,40,490,3061.48,195935.01,18,32,44,314,176,0
34,4,83,380.55,5898.55,3,12,12,52,31,0
84,18,267,1499.13,64740.1,11,22,27,161,106,0
49,5,174,817.88,31011.15,5,14,12,109,65,0
65,8,192,1138.7,21820.37,10,21,40,119,73,0
84,18,267,1499.13,64740.1,11,22,27,161,106,0
84,18,267,1499.13,64740.1,11,22,27,161,106,0
149,35,521,3160.43,215448.99,1,26,41,306,215,0
7,2,9,27,67.5,0,5,3,6,3,0
43,17,0,0,0,0,0,0,0,0,0
10,1,50,229.25,1146.24,0,8,16,30,20,0
39,17,0,0,0,0,0,0,0,0,0
60,25,0,0,0,0,0,0,0,0,0
36,9,122,559.37,22374.62,1,16,8,82,40,0
54,10,228,1213.4,49402.7,1,19,21,138,90,0
15,4,61,293.25,4887.48,0,16,12,36,25,0
22,5,79,398.51,7833.16,0,17,16,42,37,0
17,3,39,171.3,1941.4,3,12,9,22,17,0
85,24,465,2650.7,222659.18,4,26,26,297,168,0
23,9,118,590,12754.41,4,15,17,69,49,0
17,3,53,252.01,3256.73,2,14,13,29,24,0
9,1,0,0,0,0,0,0,0,0,0
32,3,100,508.75,5352.9,1,11,23,56,44,0
41,2,149,781.94,10353.48,1,11,27,84,65,0
109,16,368,2277.86,75892.01,3,21,52,203,165,0
50,4,143,761.04,10273.98,0,12,28,80,63,0
66,10,233,1408.34,33065.46,0,20,46,125,108,0
53,3,165,916.51,11626.55,1,12,35,91,74,0
24,6,0,0,0,0,0,0,0,0,0
29,8,116,574.69,11852.91,6,15,16,72,44,0
18,5,41,182.84,1736.95,0,11,11,22,19,0
17,4,164,841.2,23474.8,0,19,16,117,47,0
36,8,358,1942.6,94569.44,0,21,22,256,102,0
15,2,27,112.59,900.7,0,12,6,19,8,0
4,1,8,24,60,0,5,3,5,3,0
31,5,89,448.95,5623.7,2,14,19,55,34,0
6,2,19,70.31,449.97,0,8,5,11,8,0
18,3,49,218.51,2840.66,0,13,9,31,18,0
22,5,0,0,0,0,0,0,0,0,0
22,5,0,0,0,0,0,0,0,0,0
43,11,138,702.07,6370.63,1,7,27,68,70,0
21,2,51,230.7,2849.17,4,13,10,32,19,0
51,11,99,515.74,7621.43,0,19,18,71,28,0
19,8,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0
4,1,6,15.51,31.02,0,4,2,4,2,0
4,1,4,8,12,0,3,1,3,1,0
4,1,6,15.51,38.77,0,5,1,5,1,0
4,1,1,0,0,1,1,0,1,0,0
10,3,0,0,0,0,0,0,0,0,0
38,6,149,723.84,22632.04,0,14,15,82,67,0
66,8,335,1828.91,55903.67,0,14,30,204,131,0
25,6,69,312.13,6086.45,0,13,10,39,30,0
18,2,30,125.1,550.43,1,8,10,19,11,0
11,2,30,129.66,742.59,0,9,11,16,14,0
4,1,10,30,100,0,5,3,6,4,0
12,2,47,220.92,1798.93,0,12,14,28,19,0
41,7,82,410,5261.67,2,14,18,49,33,0
35,2,98,514.29,3222.93,5,8,30,51,47,0
20,1,61,283.28,2670.88,0,11,14,37,24,0
22,3,58,275.78,2757.83,3,12,15,33,25,0
55,1,257,1450.47,11806.16,3,7,43,157,100,0
17,1,67,268,3484,1,8,8,41,26,0
4,1,9,27,54,0,4,4,5,4,0
148,16,673,4082.48,263719.21,8,21,46,390,283,0
18,2,74,363.11,5242.4,0,14,16,41,33,0
68,9,225,1306.65,23519.79,1,14,42,117,108,0
107,1,369,1828.1,45146.08,2,8,23,227,142,0
49,15,0,0,0,0,0,0,0,0,0
24,3,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0
20,4,78,362.22,4225.91,0,10,15,43,35,0
13,3,0,0,0,0,0,0,0,0,0
15,3,40,183.4,1950.69,0,13,11,22,18,0
11,2,33,125.64,1172.67,0,8,6,19,14,0
24,2,53,216.64,2118.21,2,8,9,31,22,0
8,1,34,138.97,463.25,1,5,12,18,16,0
4,1,14,50.19,225.85,0,9,3,11,3,0
31,1,97,471.22,2827.34,1,6,23,51,46,0
8,3,20,80,466.67,0,10,6,13,7,0
17,2,78,337.11,4413.08,0,9,11,46,32,0
14,1,42,171.67,1716.73,0,10,7,28,14,0
14,2,0,0,0,0,0,0,0,0,0
16,3,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0
7,1,21,63,252,0,4,4,13,8,0
17,2,64,317.07,3263.94,1,14,17,39,25,0
17,2,65,318.95,3170.72,1,13,17,39,26,0
12,4,26,110.45,852.01,0,12,7,17,9,0
13,2,20,69.19,332.11,0,6,5,12,8,0
147,13,562,3666.24,138706.15,5,23,69,335,227,0
23,1,89,463.64,2271.84,1,7,30,47,42,0
39,2,145,731.44,7841.01,0,8,25,78,67,0
31,2,120,582.96,10420.37,0,13,16,76,44,0
41,4,174,919.66,19312.86,2,13,26,90,84,0
78,1,233,1286.99,29171.77,12,16,30,148,85,0
41,2,150,792.81,6503.52,0,7,32,75,75,0
13,1,32,121.84,1096.52,2,9,5,22,10,0
28,3,0,0,0,0,0,0,0,0,0
4,1,5,11.61,17.41,0,3,2,3,2,0
24,1,45,206.32,1745.81,8,11,13,25,20,0
5,1,11,34.87,87.17,0,5,4,7,4,0
45,4,148,782.24,9171.08,0,11,35,103,91,0
12,2,46,152.81,2177.52,0,6,4,27,19,0
26,3,73,350.94,5848.95,4,16,12,48,25,0
16,1,103,551.83,3344.41,0,8,33,53,50,0
5,1,14,44.38,166.42,0,5,4,8,6,0
8,1,38,148.46,1039.23,0,7,8,22,16,0
26,1,47,188,1786,9,8,8,28,19,0
17,2,82,283.67,7942.85,0,7,4,50,32,0
215,19,1002,6685.77,435745.07,10,22,80,532,474,0
10,2,16,55.35,265.68,0,6,5,8,8,0
10,2,20,71.7,451.71,0,7,5,11,9,0
31,6,106,543.7,7951.67,0,15,20,67,39,0
73,2,402,2109.67,75345.25,0,10,28,202,200,0
